ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:2000058,regulation of ubiquitin-dependent protein catabolic process,158,0.361879878760277,1.6295020632811614,3.350444188496976e-4,0.026159237317880238,0.0239866483400492,4061,"tags=38%, list=24%, signal=29%",1459/79699/28996/7805/23429/7337/207/5887/5886/8239/10134/8312/6125/9529/4130/4092/8667/55743/4193/7480/22933/1191/10755/3300/85409/51548/9655/7041/51035/152559/23411/8078/6599/6815/10444/1601/26263/1263/1460/6449/9097/25831/51684/11315/2932/6135/51322/3077/150684/65992/1454/7415/8313/79016/51105/56893/64110/819/6469/9978
GO:0002706,regulation of lymphocyte mediated immunity,186,-0.3049923641303198,-1.602422951194364,3.327908600766909e-4,0.026159237317880238,0.0239866483400492,4155,"tags=40%, list=25%, signal=30%",911/1604/3329/23705/6318/6830/10039/9390/7133/604/3263/54795/729230/4436/383/100507436/563/3134/79465/6504/8302/3606/11006/3554/1380/7189/3146/7409/7037/196/5777/55061/5027/6891/8809/3125/3456/154064/64127/3553/3586/7040/7158/1378/177/11035/10859/81545/91543/958/6398/84868/22890/8807/3071/3135/51010/409/353091/2213/695/8741/634/3965/164/3136/3952/259307/3593/567/29126/8417/2209/387837
GO:0002833,positive regulation of response to biotic stimulus,382,-0.2524942058180836,-1.4249621798399803,3.489013014611537e-4,0.026844140095630933,0.024614668258114612,2924,"tags=27%, list=18%, signal=23%",5650/4615/2358/8302/79184/57590/351/6421/7189/81035/100132285/929/10524/78989/3146/64332/3764/51311/5610/7409/64581/9971/8473/5336/5027/64922/6895/1452/9865/5587/2896/7099/55269/79132/81622/3125/3456/153090/948/64135/7096/4210/93978/148022/3148/23643/58484/5443/2220/64127/11213/330/3430/81030/117854/6279/10392/84885/4671/7128/22861/80216/81545/10084/29108/91543/2634/84868/8638/4940/55601/8807/85363/130120/4792/3135/115362/409/353091/81790/695/164/3665/6565/5063/4938/331/3593/9111/7474/81793/2867/3929/5359/9447/92610/3428/83666/834/7100/29126/84166/118788
GO:0008015,blood circulation,500,-0.23651660127160412,-1.3788373759676065,3.526323822086165e-4,0.026844140095630933,0.024614668258114612,2918,"tags=24%, list=18%, signal=21%",1003/10391/388591/28514/9370/3827/351/4878/6262/796/100506658/81285/1674/7054/6271/3357/1129/1392/492/4922/6869/26509/3764/5028/4846/3630/347148/5795/783/3351/6909/10266/6334/8529/2642/4018/1573/1813/6444/444/57644/5592/5142/148/51086/6387/10052/2257/1739/845/2243/55800/719/11280/5443/9839/170690/3356/1268/7136/85366/125111/6505/121643/79987/1889/7040/133/2266/680/6324/3816/1482/3627/875/2643/10800/177/3778/2837/7442/143282/9365/952/6865/1909/6772/55151/7042/10021/2056/59/3752/147/6456/57835/7273/7422/81033/10699/9283/634/4852/27131/2865/3952/5800/6340/3728/9475/8048/710/3672/6338/4313/5468/1113/1824/6328/4205/29098/7341
GO:0071216,cellular response to biotic stimulus,238,-0.2937351378538662,-1.5869767350063615,3.7549772725729e-4,0.02823186616045551,0.025887140261207583,2901,"tags=29%, list=17%, signal=24%",4615/3606/26228/1432/7189/929/1670/4793/3146/64332/4846/196/5777/64581/9971/5336/27063/7099/4283/153090/2048/948/5142/7096/3552/148022/3148/23643/1437/8564/64127/80380/11213/3553/57003/3586/3627/7128/10859/29108/3717/958/9373/2634/129607/84868/6347/85363/4792/115362/2213/2204/695/90070/51510/117285/3593/7474/81793/3929/83734/84919/567/834/7100/29126/2635/114769
GO:0010506,regulation of autophagy,326,0.30355638604412294,1.4996409472062173,3.893286907310142e-4,0.028914777153071662,0.02651333381679115,3546,"tags=29%, list=21%, signal=24%",25782/5305/1459/54543/9637/65125/8975/1611/221937/7428/64112/207/23130/30849/2308/9638/472/2033/23604/596/201163/10868/22954/9474/3315/219771/26353/23545/23367/2017/22933/27244/6720/10919/79142/83667/8992/534/29072/79837/254122/64223/22930/2072/51606/128866/79156/80317/79443/8925/23411/9528/56834/7249/1201/54832/60592/523/25/23677/373/5599/3607/57602/2801/27102/1263/5562/6829/23032/9559/79594/9140/8851/1915/256471/664/9821/11315/51382/25851/525/2932/2309/65018/7855/55737/51322/11043/10059/143686/92140/29979/8878/527/65992
GO:0043032,positive regulation of macrophage activation,25,-0.5766514275796589,-1.9944826970186453,4.09307563148938e-4,0.03003232601900039,0.02753806750165017,4142,"tags=60%, list=25%, signal=45%",3329/90865/57817/10333/5321/6348/26228/7099/3586/120892/84868/1075/84630/7474/3929
GO:0045806,negative regulation of endocytosis,65,-0.4127131455522279,-1.7932555890314585,4.2554003964985276e-4,0.03013417257520469,0.027631455450948212,4590,"tags=57%, list=28%, signal=41%",1265/29763/11252/344/10062/90678/79772/961/11314/8291/124930/10347/8724/9370/8301/2042/5657/23208/345/27342/3146/5587/9094/302/255738/7040/10859/10825/6457/26045/2213/150696/3958/5359/4043/64422/382
GO:0045727,positive regulation of translation,124,0.3878046245439849,1.6934332269830448,4.214081993555544e-4,0.03013417257520469,0.027631455450948212,3213,"tags=31%, list=19%, signal=25%",54915/22927/26986/127933/65094/10657/56648/29063/8664/1938/6125/5583/23107/6191/23367/5436/84271/1984/708/7812/65110/170506/8087/84881/7057/56339/8440/51441/3184/1153/285367/3646/10600/65018/6659/1545/4904/343472
GO:0032259,methylation,155,0.37110004679827757,1.6651962660953588,4.189132568238941e-4,0.03013417257520469,0.027631455450948212,3064,"tags=27%, list=18%, signal=22%",23067/9836/9739/8731/91801/114826/207/9869/29063/4507/64754/11108/79918/64783/6634/23463/56950/10436/10919/29072/3275/1787/6839/57570/56257/51108/2091/25917/56339/96764/118881/2107/64324/4548/24140/1788/7799/84444/4234/6637/117246/9718
GO:0098581,detection of external biotic stimulus,25,-0.5747554355816085,-1.9879249689823697,4.5447185520420966e-4,0.03109813031678244,0.02851535413197318,2266,"tags=56%, list=14%, signal=48%",3164/57115/10333/64581/7099/7096/93978/23643/58484/64127/10392/4671/114770/3929
GO:0006364,rRNA processing,188,0.34935020519556753,1.6108728621760164,4.5314817236431326e-4,0.03109813031678244,0.02851535413197318,3690,"tags=35%, list=22%, signal=27%",6208/153443/5036/55661/55646/29063/23404/6125/27043/11224/28987/6202/23076/6165/29777/54853/83732/10436/84128/50628/1662/6194/92345/134430/6155/113000/55003/10799/65095/6839/79707/51154/8886/9724/27079/84135/6130/2091/84881/81887/23212/80135/57602/51367/54913/51441/6209/55272/1736/25983/6218/27340/117246/6135/6217/57647/120379/51018/6129/79039/6234/51729/8568/23160/90121
GO:1903311,regulation of mRNA metabolic process,256,0.3188248393661576,1.5450461417903798,4.4928091516156766e-4,0.03109813031678244,0.02851535413197318,4632,"tags=38%, list=28%, signal=28%",54915/5578/10250/79068/26986/56478/9667/55802/201626/54542/8761/54033/10657/54890/90806/207/9530/255967/55110/246175/7536/378948/6733/79810/79048/4292/9698/64783/23367/2521/5436/10140/10644/9588/708/23019/57472/7812/342977/22938/65110/5725/170506/5976/8087/91875/26135/56339/9261/79171/27339/57690/1655/51441/348093/3184/1153/23435/7356/1025/29883/7832/51594/5978/9641/27316/4904/4850/149041/91746/64506/79882/10758/155435/8313/167227/373863/6651/9513/9775/23369/22894/60493/26058/29890/221662/340719/1994/399664/8570/8148/55147/678/55095/202559/26528
GO:0046632,alpha-beta T cell differentiation,132,0.3890022672000113,1.717322145910669,4.64362552771857e-4,0.031199584785665098,0.028608382557765683,2508,"tags=27%, list=15%, signal=23%",8943/79798/161882/54542/301/27086/7704/3707/80758/6775/861/6146/3572/5295/51561/2033/596/4092/257101/51176/9760/7048/2625/64919/9655/23308/864/4221/4602/25/50943/387/100/3702/6850
GO:0071222,cellular response to lipopolysaccharide,205,-0.289583553670012,-1.533957667958802,4.6620069219959344e-4,0.031199584785665098,0.028608382557765683,4400,"tags=40%, list=26%, signal=30%",26191/22904/10062/7001/10865/1604/79577/4843/4790/1524/3656/7133/11009/22843/840/9646/824/10288/445/3055/7538/80149/2693/4615/3606/26228/1432/7189/929/1670/4793/3146/64332/4846/5777/9971/5336/27063/7099/4283/153090/2048/948/5142/3552/148022/3148/23643/1437/8564/64127/80380/11213/3553/3586/3627/7128/10859/29108/3717/958/9373/2634/129607/84868/6347/85363/4792/115362/2204/90070/51510/117285/3593/7474/3929/567/834/7100/29126/2635/114769
GO:0001906,cell killing,246,-0.2835490563958454,-1.542910622137853,4.7977347448871597e-4,0.03175891803952478,0.029121261809641176,3311,"tags=30%, list=20%, signal=24%",3346/387836/383/3799/100507436/353144/563/3134/79465/4615/57823/8302/3606/3827/26228/6367/735/4922/1670/6370/11151/7409/5777/5027/6891/4283/353142/6387/154064/27433/5443/6361/1610/8542/7040/6363/3627/1378/177/2633/414325/11035/10859/6355/6373/2214/2634/84868/1075/8807/3071/3135/115362/353143/409/353091/2213/634/3965/164/3136/3952/117285/3958/3593/6338/567/9103/55876/1113/8417/2209/2635/387837
GO:0002718,regulation of cytokine production involved in immune response,118,-0.3417909800737291,-1.66029554729946,4.91863919237336e-4,0.03220915342102555,0.02953410403569969,3901,"tags=44%, list=23%, signal=34%",51284/5553/56848/7133/604/24145/54795/729230/383/3134/4615/6504/3606/11006/3554/7189/27342/972/64581/5336/5027/9865/3718/7099/8809/3456/948/684/148022/8013/3356/64127/11213/3553/117854/3586/7040/10392/10859/29108/91543/7042/6398/3135/353091/695/2865/51465/7474/2867/3663/567
GO:0060760,positive regulation of response to cytokine stimulus,63,-0.42098936298426876,-1.8325769291033382,5.106460579432517e-4,0.03273509992499371,0.030016369389351254,2491,"tags=32%, list=15%, signal=27%",972/3574/54765/7099/100130733/64135/81030/117854/114900/958/85480/54625/6880/3665/7474/837/83666/834/6868/84166
GO:0140888,interferon-mediated signaling pathway,101,-0.36898368489531175,-1.737232460852666,5.063961857804022e-4,0.03273509992499371,0.030016369389351254,3397,"tags=40%, list=20%, signal=32%",3055/383/3442/3659/6773/201292/4615/3444/1380/10410/103/5777/3446/133060/8519/3456/64135/5771/6672/81030/117854/4939/3443/6772/3717/3588/25939/8638/4940/3429/54625/11274/3665/9636/4938/7474/10010/83666/5468/84166
GO:0002230,positive regulation of defense response to virus by host,27,-0.579188205504271,-2.0230088213226045,5.31105588823499e-4,0.03288109845092583,0.030150242378733302,1459,"tags=56%, list=9%, signal=51%",117854/440275/10859/6772/10084/29108/10346/246778/5371/60489/200316/3593/9447/83666/151636
GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,36,-0.5024576659704325,-1.8773130419756034,5.453187099414629e-4,0.03288109845092583,0.030150242378733302,3801,"tags=50%, list=23%, signal=39%",3551/2207/563/3134/79465/2923/51128/6891/10437/154064/55080/3135/353091/50856/3136/6890/567/2209
GO:0002720,positive regulation of cytokine production involved in immune response,79,-0.389455430261886,-1.752950816383861,5.288585006007016e-4,0.03288109845092583,0.030150242378733302,2901,"tags=38%, list=17%, signal=32%",4615/6504/3606/3554/7189/972/64581/5336/5027/7099/8809/948/148022/8013/3356/64127/3553/117854/10392/10859/29108/91543/6398/3135/353091/2865/7474/2867/3663/567
GO:0002526,acute inflammatory response,104,-0.3697556281361083,-1.7437693571890085,5.210684612481306e-4,0.03288109845092583,0.030150242378733302,2462,"tags=33%, list=15%, signal=28%",6288/7037/5004/3630/8876/259249/325/6289/6291/3552/11280/3553/1268/5265/5008/3557/7442/2056/2214/4889/130120/2213/695/26279/2157/2865/54658/2867/3929/5359/133396/9103/23780/2209
GO:0032602,chemokine production,90,-0.370593256928155,-1.7099141299358114,5.439687434750074e-4,0.03288109845092583,0.030150242378733302,2901,"tags=36%, list=17%, signal=30%",4615/3606/9370/351/11006/972/3146/3574/5610/64581/9971/7099/4210/326/148022/64127/3553/3586/7040/177/29108/84868/4940/85480/3965/2865/199/4938/7474/2867/3929/6868
GO:0032642,regulation of chemokine production,90,-0.370593256928155,-1.7099141299358114,5.439687434750074e-4,0.03288109845092583,0.030150242378733302,2901,"tags=36%, list=17%, signal=30%",4615/3606/9370/351/11006/972/3146/3574/5610/64581/9971/7099/4210/326/148022/64127/3553/3586/7040/177/29108/84868/4940/85480/3965/2865/199/4938/7474/2867/3929/6868
GO:0002699,positive regulation of immune effector process,247,-0.27821348921620304,-1.518370207228544,5.541939519216649e-4,0.03308863889414646,0.030340546077857918,4182,"tags=37%, list=25%, signal=28%",2150/911/1604/3329/23705/4843/3689/9390/90865/51284/56848/3263/2219/24145/3109/51744/11314/729230/4436/383/563/3134/79465/5650/4615/6504/8302/3606/6810/26228/3554/7189/78989/972/64332/7409/7037/5777/50487/64581/5336/5027/57126/6891/7099/8809/79132/3125/2048/948/148022/8013/154064/5443/2220/3356/64127/3553/117854/3586/7040/6363/10392/7158/1378/10859/81545/29108/91543/958/6398/22890/55601/8807/3135/51010/353091/695/8741/3965/164/2865/3136/3593/7474/2867/3929/3663/567/8417/2209
GO:0032757,positive regulation of interleukin-8 production,62,-0.41607263428507063,-1.8113031931700039,5.706823708689727e-4,0.03343341438968665,0.030656687120782594,4338,"tags=50%, list=26%, signal=37%",3304/1649/6774/2150/25865/4843/51284/2219/2658/51744/4615/9370/796/929/1670/972/3146/51311/64581/7099/7096/64127/3553/10392/29108/3965/3952/7474/2867/3929/7100
GO:0030705,cytoskeleton-dependent intracellular transport,172,0.3510808771597701,1.5962534226014893,5.709482917122187e-4,0.03343341438968665,0.030656687120782594,3306,"tags=31%, list=20%, signal=25%",8943/3916/51361/8976/54820/57584/9638/25999/79659/117178/4130/10128/4204/5195/90990/147700/9371/7014/9474/8409/3315/5813/66008/26146/403/3281/667/79443/26985/6647/6780/23162/26115/1201/55605/51098/81/25893/57728/55704/55764/10125/89941/8263/3800/55201/11127/55081/440193/474383/5048/80128/10239
GO:0060078,regulation of postsynaptic membrane potential,146,-0.3210370898555281,-1.6001724922998362,5.829612808813157e-4,0.03381175429111631,0.031003604963161704,3409,"tags=33%, list=20%, signal=26%",4233/1136/869/22871/6804/1137/51738/351/3359/2899/1855/2911/266743/1145/2898/55584/2890/5027/2557/2550/1813/1138/2905/1146/2555/120892/2564/348980/8001/116443/2556/7442/2906/2570/5026/152404/2567/409/2563/2185/57528/2743/2566/2893/5649/23345/57596/2894
GO:0061136,regulation of proteasomal protein catabolic process,181,0.34446104748257783,1.5786553805892862,6.06386824994346e-4,0.03483863928505252,0.031945204633515446,4837,"tags=44%, list=29%, signal=31%",1459/79699/8975/23429/8945/207/5887/5886/8239/10197/10134/8312/9529/4130/282679/4092/8667/55743/4193/7480/22933/1191/10755/3300/85409/51548/9655/51035/152559/23411/8078/6599/6815/10444/1601/26263/1263/1460/5310/8263/6449/9532/9097/25831/11315/2932/65018/6135/474383/51322/29979/3077/150684/65992/160418/114881/9491/1454/7415/8313/79016/51105/56893/819/6469/9978/29978/92552/2876/7874/7466/56658/91445/57761/3093/474384/7314/84900/83844
GO:0002702,positive regulation of production of molecular mediator of immune response,125,-0.3347762658111647,-1.6536072618868962,6.29140113118571e-4,0.03580806812048689,0.03283412002060029,2924,"tags=33%, list=18%, signal=27%",5650/4615/6504/3606/6810/3554/7189/972/7037/64581/5336/5027/7099/8809/2048/948/148022/8013/3356/64127/3553/117854/3586/7040/10392/7158/10859/29108/91543/958/6398/3135/51010/353091/695/8741/2865/7474/2867/3663/567
GO:0001865,NK T cell differentiation,11,0.7684162933257753,1.9164503427017856,6.635610372619683e-4,0.037417469601160984,0.034309856751215805,2429,"tags=55%, list=15%, signal=47%",8943/7704/257101/9760/7048/3702
GO:0007040,lysosome organization,97,0.4054247505069511,1.7118012448866737,6.803425058307853e-4,0.03766623509554075,0.03453796165963939,4279,"tags=43%, list=26%, signal=32%",5298/5532/3916/7805/51361/1203/2055/201163/79158/4669/89781/51172/79643/51606/128866/80317/7879/64400/26276/1201/523/9296/252839/5322/3988/55353/256471/51382/8406/55737/83871/9066/3257/527/1200/91782/8720/65082/10159/7030/3073/3074
GO:0080171,lytic vacuole organization,97,0.4054247505069511,1.7118012448866737,6.803425058307853e-4,0.03766623509554075,0.03453796165963939,4279,"tags=43%, list=26%, signal=32%",5298/5532/3916/7805/51361/1203/2055/201163/79158/4669/89781/51172/79643/51606/128866/80317/7879/64400/26276/1201/523/9296/252839/5322/3988/55353/256471/51382/8406/55737/83871/9066/3257/527/1200/91782/8720/65082/10159/7030/3073/3074
GO:0031122,cytoplasmic microtubule organization,59,0.45785614005704034,1.7604957933271799,7.121533922270965e-4,0.03907219962759475,0.035827157380414865,3616,"tags=47%, list=22%, signal=37%",51361/8312/25999/7094/9419/84942/84056/23332/8766/6249/85378/122060/55605/7461/27229/387/8500/1263/55704/114791/152206/11076/124602/440193/5048/4926/283234/27175
GO:0032496,response to lipopolysaccharide,323,-0.2603867937977131,-1.4599004726467673,7.331413058805344e-4,0.03986455850725406,0.0365537089069195,4152,"tags=35%, list=25%, signal=27%",1604/79577/4843/3164/4790/1524/6556/4791/3656/1269/5731/7133/11009/22843/840/9646/824/836/10288/9076/6648/5106/445/3055/7538/6833/3620/842/80149/2693/4615/3606/26228/1432/7054/7189/929/1670/4793/3146/64332/26273/3764/5122/4846/5179/10935/5777/9971/841/5336/5027/27063/7099/2255/4283/153090/2048/948/5142/3552/148022/3148/23643/1437/8564/64127/80380/11213/717/3553/1268/117854/3586/6279/133/3627/2643/7128/10859/29108/3717/958/5737/9373/2056/2634/129607/84868/6347/85363/4792/115362/1439/2204/695/3965/90070/51510/117285/4435/54658/331/3593/7474/3929/567/834/6868/7100/29126/2635/114769
GO:0002218,activation of innate immune response,286,-0.2685258195770855,-1.4848587251284724,7.78299092276102e-4,0.04194549975187133,0.03846182286469233,2901,"tags=29%, list=17%, signal=24%",4615/8302/79184/57590/351/6421/7189/81035/100132285/929/78989/3146/64332/3764/51311/5610/64581/9971/8473/5336/5027/64922/6895/1452/9865/5587/7099/55269/79132/81622/153090/948/64135/7096/4210/93978/148022/23643/58484/2220/64127/11213/330/3430/81030/6279/10392/84885/4671/7128/22861/80216/10084/29108/91543/2634/84868/8638/4940/55601/85363/130120/4792/115362/409/81790/695/3665/6565/5063/4938/331/9111/81793/2867/3929/9447/92610/3428/834/7100/29126/118788
GO:0060765,regulation of androgen receptor signaling pathway,26,0.5803030148181856,1.827724253466759,8.054078080262558e-4,0.04302573290245524,0.039452339996115304,4034,"tags=46%, list=24%, signal=35%",9667/27086/2033/9612/3275/23411/1601/55128/1655/11315/9604/26508
GO:0046631,alpha-beta T cell activation,188,0.3408999186966005,1.5719081299492867,8.14267641233545e-4,0.04312078204445469,0.03953949507317123,1481,"tags=20%, list=9%, signal=18%",8943/79798/161882/54542/301/27086/7704/3707/83737/80758/6775/5788/861/6146/5588/3572/916/917/5295/51561/2033/259197/57045/596/4092/257101/80762/51176/9760/7048/2625/64919/9655/915/23308/864/4221
GO:0035456,response to interferon-beta,31,-0.5180525817410395,-1.8704711806297614,9.016900162469932e-4,0.04693412135849734,0.04303612718119927,3878,"tags=61%, list=23%, signal=47%",997/824/3659/4332/10410/8519/3456/684/117854/815/348980/6772/54739/87178/4938/5359/9447/3428/27429
GO:0002221,pattern recognition receptor signaling pathway,251,-0.2753646486760213,-1.499478154378372,8.958693831148173e-4,0.04693412135849734,0.04303612718119927,2616,"tags=28%, list=16%, signal=24%",7189/81035/929/78989/3146/64332/3764/51311/5610/64581/9971/8473/5336/5027/64922/6895/1452/9865/5587/7099/79132/81622/153090/948/64135/7096/4210/148022/23643/58484/2220/64127/11213/330/3430/6279/10392/84885/4671/7128/22861/80216/29108/91543/2634/84868/8638/4940/55601/130120/4792/115362/409/81790/695/3665/6565/4938/331/9111/81793/2867/3929/9447/92610/3428/834/7100/29126/118788
GO:0002834,regulation of response to tumor cell,25,-0.5574237066779886,-1.9279791650627,9.247790419208052e-4,0.04772800309574325,0.04376407508822366,2453,"tags=44%, list=15%, signal=38%",3146/196/3125/1612/7040/81545/84868/634/259307/3593/29126
GO:0061014,positive regulation of mRNA catabolic process,87,0.4065089610902221,1.6793195168339858,9.675150659225651e-4,0.048121222419631265,0.04412463658044142,4594,"tags=52%, list=28%, signal=38%",54915/79068/26986/56478/55802/201626/54542/54890/255967/246175/4292/9698/5436/10140/23019/57472/7812/342977/170506/5976/8087/91875/56339/57690/51441/3184/23435/29883/7832/4904/4850/149041/167227/373863/9513/23369/22894/26058/221662/340719/1994/399664/8570/678/55095
GO:0002274,myeloid leukocyte activation,229,-0.27618403176537937,-1.4898793405930164,9.629898896105537e-4,0.048121222419631265,0.04412463658044142,4182,"tags=39%, list=25%, signal=30%",2150/3329/3460/1524/8530/6556/6283/3689/90865/1269/3696/56848/2207/3937/57817/10333/5321/7462/5971/11314/729230/8291/80149/5663/4615/6348/6504/3606/6810/351/11006/5580/26228/23208/7189/4137/27342/972/3146/3764/5777/50487/5336/57126/57580/2896/7099/7096/148022/8013/4495/11280/1437/1268/3430/3586/7040/120892/177/10538/3600/7442/338339/29108/3717/2214/84868/1075/8807/85480/102/712/2213/2204/695/3965/84630/306/199/116071/9111/7474/3929/113277/5359/133396/6338/160364/1113
GO:0002703,regulation of leukocyte mediated immunity,241,-0.2725938880915079,-1.4848146194652236,9.719064626625033e-4,0.048121222419631265,0.04412463658044142,4182,"tags=38%, list=25%, signal=29%",2150/911/1604/3329/23705/4843/1524/6318/6830/10039/3689/9390/56848/7133/604/3263/54795/11314/729230/4436/383/100507436/563/3134/79465/6504/8302/3606/6810/11006/26228/3554/1380/7189/27342/3146/7409/7037/196/5777/50487/55061/64581/5336/5027/57126/6891/3718/7099/8809/3125/3456/684/148022/154064/5443/64127/3553/3586/7040/7158/1378/177/11035/10859/81545/91543/958/6398/84868/22890/8807/3071/3135/51010/409/353091/2213/695/8741/634/3965/164/3136/3952/259307/3593/567/29126/8417/2209/387837
GO:0002443,leukocyte mediated immunity,380,-0.254271391965819,-1.4366443424473998,9.468479402849395e-4,0.048121222419631265,0.04412463658044142,2901,"tags=36%, list=17%, signal=31%",2150/911/1604/3329/732/23705/4843/23075/1524/6318/6830/10039/3689/9390/56848/7133/604/2207/3263/3570/54210/731/7462/54795/11314/2215/729230/4436/387836/383/3799/100507436/563/3134/79465/4615/6348/57823/6504/8302/3606/6810/11006/5580/26228/3554/1380/7189/735/27342/972/3146/64332/51311/11151/7409/7037/196/5777/50487/55061/64581/5130/5336/5027/57126/6891/11118/3718/7099/8809/81622/3125/3456/10384/684/326/148022/8013/154064/714/11280/5443/64127/717/3553/1610/3586/7040/7158/1378/177/10538/11035/4683/10859/81545/91543/958/2214/6398/84868/1075/22890/8807/712/1235/3071/3135/1439/51010/409/353091/2213/2204/695/8741/634/3965/164/3665/3136/3952/259307/306/713/3593/710/6338/567/9103/3981/6868/1113/29126/8417/2209/387837
GO:0032102,negative regulation of response to external stimulus,379,-0.2416215571381022,-1.3625836054764644,9.634850792889961e-4,0.048121222419631265,0.04412463658044142,3044,"tags=26%, list=18%, signal=22%",7301/10475/2693/7035/51738/6773/7473/201292/1003/2358/2778/9370/3827/5580/6585/26228/23122/1432/1855/23208/103/64838/27342/84640/6288/4846/22876/54361/3630/22978/196/5777/55061/149461/9971/6895/133060/325/10906/1813/2896/79132/5592/5925/4210/9021/5771/302/2243/64127/11213/3586/7040/2266/56547/2810/1378/116443/7128/10859/4889/25939/84868/6347/240/4940/2191/3135/58985/409/2213/56963/634/54625/3965/90070/11274/5329/284340/117285/5800/199/9636/4938/3593/9111/7474/58189/710/83999/7130/3428/5468/79651/160364/56833/84166/114769/387837/7114
GO:0034728,nucleosome organization,68,0.4395113354735126,1.7467875031660223,9.8559688619822e-4,0.04840552449150935,0.044385326666227146,2959,"tags=34%, list=18%, signal=28%",23523/54108/51773/6418/196528/9733/546/8289/64754/6601/83743/6749/29072/6599/132660/4675/25842/10541/29855/23569/55723/10036/257218
GO:0009896,positive regulation of catabolic process,492,0.2775096162956571,1.4143214882047124,0.0010180753653088138,0.04960063179784541,0.045481177372322164,3429,"tags=27%, list=21%, signal=22%",54915/25782/5305/79699/79068/54543/26986/56478/8975/55802/7805/201626/54542/5962/8660/64112/54890/83737/207/23130/255967/5886/8742/2308/10134/8312/472/9686/246175/201163/10868/4092/4292/22954/80762/9698/6832/55743/219771/4193/112398/26353/23163/23367/130507/5436/10140/22933/27244/1191/83667/2926/3300/85409/29072/51548/79837/9655/64223/22930/23019/57472/5770/7041/7812/342977/79156/79443/152559/23411/8078/9528/7879/57104/170506/5976/3667/8087/7249/7291/91875/60592/257364/10444/51160/1601/23677/373/26263/56339/27102/1263/5562/51686/6829/57690/51441/6449/3184/9532/23435/79594/29116/405/25831/29883/664/7832/9821/11315/124245/2168/79888/2932/2309/65018/26291/55737/4904/9746/51099/51322/11124/11043/4850/143686/92140/29979/149041/26137/7503
